Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
15.0,1.0,,,3,scooter,0.0,No,Metropolitian,23
24.0,4.6,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,24
35.0,3.8,Windy,Medium,1,scooter,1.0,No,Metropolitian,36
20.0,5.0,Stormy,Medium,2,scooter,1.0,No,,19
39.0,4.9,Fog,Low,2,scooter,0.0,No,Urban,15
29.0,4.7,Sandstorms,Jam,2,motorcycle,0.0,No,Metropolitian,28
32.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,30
38.0,4.8,Windy,Low,2,scooter,1.0,No,Metropolitian,20
30.0,4.9,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,34
22.0,4.8,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,11
36.0,4.1,Sandstorms,High,2,scooter,1.0,No,Metropolitian,32
20.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Urban,40
24.0,4.5,Windy,Low,2,scooter,1.0,No,Urban,15
30.0,4.9,Fog,Medium,2,scooter,0.0,No,Metropolitian,16
27.0,5.0,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,24
38.0,4.8,Fog,Jam,2,scooter,0.0,No,Urban,26
23.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,34
27.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,15
37.0,4.5,Windy,Medium,1,scooter,1.0,No,Metropolitian,38
35.0,4.3,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,39
33.0,4.7,Fog,High,1,scooter,1.0,No,Metropolitian,26
38.0,4.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,39
,,,,3,bicycle,0.0,No,Metropolitian,31
33.0,4.8,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,26
32.0,4.6,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,27
37.0,4.7,Sandstorms,Low,2,electric_scooter,,No,Metropolitian,27
33.0,4.7,Sandstorms,Jam,1,scooter,1.0,No,,30
27.0,4.1,Fog,Jam,1,scooter,1.0,No,Metropolitian,37
32.0,4.7,Windy,Medium,1,motorcycle,1.0,No,Urban,30
38.0,4.9,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,18
20.0,4.1,Cloudy,Jam,1,scooter,1.0,No,Urban,31
34.0,3.8,Windy,Jam,1,scooter,,No,Metropolitian,37
32.0,4.7,Fog,Medium,0,motorcycle,0.0,No,,25
26.0,4.9,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,32
36.0,4.6,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,29
32.0,3.5,Windy,Jam,2,scooter,2.0,No,Metropolitian,40
22.0,4.9,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,28
30.0,4.6,Stormy,High,1,motorcycle,0.0,No,Metropolitian,30
23.0,5.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,26
28.0,4.9,Stormy,Jam,2,scooter,1.0,No,Metropolitian,25
24.0,5.0,Cloudy,Low,1,scooter,0.0,No,Metropolitian,20
32.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Urban,26
23.0,4.9,Stormy,Jam,2,motorcycle,,No,Urban,14
31.0,4.9,Windy,High,2,scooter,1.0,No,Metropolitian,31
28.0,4.5,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,14
26.0,4.8,Sunny,Jam,1,scooter,0.0,,Urban,11
22.0,4.7,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,20
37.0,4.4,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,37
37.0,4.5,Windy,Low,1,motorcycle,1.0,No,Metropolitian,29
20.0,4.9,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,25
28.0,4.9,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,21
20.0,4.9,Windy,Medium,1,scooter,1.0,No,Metropolitian,15
,,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,44
25.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,37
31.0,4.7,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,43
39.0,4.6,Cloudy,Medium,2,motorcycle,1.0,No,Urban,15
31.0,4.8,Sandstorms,Jam,1,scooter,1.0,No,Urban,27
39.0,4.7,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,26
32.0,4.8,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,26
36.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,28
38.0,4.1,Fog,Low,2,motorcycle,1.0,No,Metropolitian,36
38.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21
27.0,3.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,41
39.0,4.9,Stormy,Jam,2,electric_scooter,0.0,No,Metropolitian,29
37.0,4.9,Sandstorms,Medium,2,scooter,1.0,No,Urban,26
30.0,3.6,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,40
32.0,4.7,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,39
37.0,4.6,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,44
25.0,4.4,Stormy,High,0,motorcycle,1.0,No,Urban,39
37.0,4.7,Sunny,Jam,2,scooter,1.0,No,Metropolitian,29
21.0,4.6,Sandstorms,Low,2,scooter,1.0,No,Urban,16
26.0,4.6,Stormy,Low,1,motorcycle,0.0,,Metropolitian,10
23.0,4.4,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,37
32.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,25
21.0,4.6,Fog,Medium,0,motorcycle,,No,Metropolitian,22
33.0,4.7,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,40
27.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Urban,23
32.0,5.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,16
26.0,5.0,Cloudy,Low,2,motorcycle,1.0,No,Urban,13
36.0,4.9,Fog,Low,2,scooter,0.0,No,Metropolitian,18
31.0,4.6,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,27
37.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,26
29.0,4.9,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,24
20.0,4.4,Fog,Jam,1,scooter,2.0,No,,32
36.0,4.5,Sunny,Medium,1,motorcycle,1.0,No,Urban,17
21.0,5.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,17
24.0,5.0,Sandstorms,Jam,1,scooter,0.0,No,Urban,15
24.0,4.4,Sandstorms,Jam,0,motorcycle,,No,Metropolitian,35
35.0,4.6,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,22
22.0,4.7,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,13
32.0,4.5,Fog,Low,2,scooter,1.0,No,Metropolitian,32
23.0,4.7,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,16
25.0,5.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,34
25.0,5.0,Stormy,Low,2,scooter,1.0,No,Urban,12
20.0,4.7,Sandstorms,Low,2,electric_scooter,1.0,No,Urban,16
34.0,3.8,Sunny,Jam,1,motorcycle,1.0,No,Urban,34
23.0,4.7,Fog,High,1,scooter,0.0,No,Metropolitian,25
37.0,4.1,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,39
36.0,4.6,Cloudy,Low,2,scooter,1.0,No,Metropolitian,15
35.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,27
34.0,4.4,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,31
27.0,5.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,16
32.0,4.5,Fog,Low,2,scooter,0.0,No,Metropolitian,17
23.0,4.9,Sunny,Low,1,motorcycle,0.0,No,,22
28.0,4.6,Stormy,Low,2,scooter,1.0,No,,15
24.0,4.9,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,16
38.0,3.5,Sunny,Jam,2,scooter,1.0,No,Metropolitian,34
33.0,5.0,Windy,High,0,motorcycle,0.0,Yes,Metropolitian,46
36.0,4.8,Fog,Low,2,scooter,1.0,No,Metropolitian,19
22.0,5.0,Cloudy,Medium,2,electric_scooter,0.0,No,Urban,10
23.0,4.9,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,21
23.0,4.5,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,15
34.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,29
29.0,4.9,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,11
32.0,4.9,Sandstorms,High,1,scooter,0.0,No,Metropolitian,28
33.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,27
22.0,4.5,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,28
26.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,23
38.0,4.8,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,28
24.0,4.9,Fog,Medium,2,scooter,0.0,No,Metropolitian,25
37.0,4.6,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,23
36.0,4.5,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,41
31.0,3.8,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,37
30.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,25
29.0,4.6,Sunny,Jam,2,scooter,0.0,No,Metropolitian,19
,,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,35
22.0,5.0,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,23
24.0,3.2,Sunny,Low,1,scooter,1.0,No,Metropolitian,35
21.0,4.9,Sandstorms,Low,0,motorcycle,0.0,No,Urban,15
22.0,4.7,Windy,Low,1,scooter,1.0,No,Metropolitian,15
30.0,4.4,Stormy,High,2,electric_scooter,1.0,No,Metropolitian,31
32.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Urban,28
25.0,4.8,Stormy,Medium,1,scooter,0.0,No,Urban,16
36.0,4.5,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,28
28.0,5.0,Stormy,Low,1,scooter,0.0,No,Metropolitian,13
37.0,4.7,Cloudy,High,2,scooter,0.0,No,Metropolitian,32
26.0,4.3,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,38
38.0,4.9,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,26
28.0,4.8,Sunny,Jam,2,scooter,,No,Metropolitian,14
37.0,4.8,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,28
25.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Urban,20
28.0,4.8,Windy,Medium,2,scooter,1.0,No,Metropolitian,28
38.0,4.4,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,26
23.0,4.7,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,19
37.0,4.7,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,23
20.0,4.8,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,26
32.0,4.9,Sunny,Low,1,scooter,0.0,No,Metropolitian,16
25.0,4.0,Windy,Low,0,motorcycle,1.0,No,Urban,23
27.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,20
23.0,4.7,Sandstorms,High,2,motorcycle,1.0,No,Metropolitian,24
29.0,4.9,Sunny,Low,1,scooter,1.0,No,Urban,16
38.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,24
21.0,4.5,Fog,Low,2,electric_scooter,1.0,No,Urban,14
27.0,4.4,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,36
33.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,15
31.0,4.4,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,24
31.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,42
32.0,4.1,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,31
22.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,24
21.0,4.5,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,18
31.0,4.1,Fog,Low,0,motorcycle,1.0,No,Metropolitian,41
22.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,32
30.0,4.8,Sandstorms,Low,0,motorcycle,0.0,No,Urban,24
27.0,4.6,Cloudy,Jam,0,motorcycle,2.0,No,Urban,47
36.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29
37.0,4.6,Stormy,Low,2,motorcycle,,No,Metropolitian,25
33.0,4.2,Cloudy,Jam,2,scooter,1.0,No,,37
31.0,4.7,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,28
28.0,4.2,Sunny,High,0,motorcycle,1.0,No,Metropolitian,41
26.0,4.9,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,18
39.0,4.7,Sandstorms,High,0,motorcycle,1.0,Yes,Metropolitian,40
37.0,4.7,Stormy,Medium,0,motorcycle,0.0,No,Semi-Urban,48
34.0,4.8,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,25
32.0,5.0,Sunny,High,2,electric_scooter,1.0,No,Metropolitian,23
31.0,4.0,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,31
24.0,4.7,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,13
26.0,3.5,Sunny,Jam,0,motorcycle,1.0,Yes,Metropolitian,52
23.0,4.8,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,15
33.0,3.7,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,32
35.0,4.9,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,26
21.0,4.6,Stormy,Medium,2,scooter,0.0,No,Urban,21
25.0,4.7,Fog,Medium,1,scooter,0.0,No,Urban,11
27.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,44
32.0,4.1,Fog,Jam,1,motorcycle,3.0,Yes,Metropolitian,48
31.0,4.9,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,24
25.0,4.9,Fog,Medium,2,scooter,1.0,No,Metropolitian,16
32.0,4.8,Sandstorms,Low,1,scooter,1.0,No,,29
35.0,4.6,Windy,Low,1,scooter,1.0,No,Urban,21
38.0,4.2,Windy,Low,0,motorcycle,1.0,No,,33
20.0,4.7,Stormy,Low,2,scooter,1.0,No,Urban,17
28.0,4.8,Stormy,High,1,motorcycle,0.0,No,Metropolitian,28
38.0,4.6,Cloudy,Medium,0,motorcycle,3.0,No,Metropolitian,46
26.0,4.7,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,18
,,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,27
35.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Urban,29
32.0,4.5,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,27
33.0,4.3,Stormy,Medium,0,motorcycle,1.0,Yes,Urban,48
33.0,4.7,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,19
30.0,4.9,Stormy,Low,1,scooter,0.0,No,Urban,25
35.0,4.5,Windy,Low,0,motorcycle,0.0,No,Metropolitian,23
25.0,4.7,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,22
25.0,4.9,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,17
31.0,4.7,Sunny,High,1,motorcycle,1.0,No,Metropolitian,17
37.0,4.5,Fog,Medium,2,electric_scooter,0.0,No,Urban,19
29.0,3.1,Sunny,Low,1,scooter,1.0,No,Metropolitian,34
31.0,4.7,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,19
29.0,4.9,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,27
26.0,4.7,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,38
30.0,4.6,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,16
33.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Urban,47
21.0,4.7,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,32
20.0,4.8,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,48
32.0,4.7,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,20
36.0,4.9,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,25
23.0,4.7,Stormy,High,1,motorcycle,0.0,No,Urban,20
39.0,4.8,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,27
28.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
,,,,3,electric_scooter,1.0,No,Urban,32
38.0,4.1,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,25
32.0,4.3,Windy,Medium,0,motorcycle,1.0,No,Urban,35
33.0,4.7,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,25
31.0,4.1,Sunny,Jam,2,scooter,0.0,No,Metropolitian,31
29.0,5.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,28
36.0,4.2,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,48
38.0,4.5,Fog,Medium,0,motorcycle,1.0,No,Urban,25
20.0,4.9,Windy,Low,1,motorcycle,0.0,No,Metropolitian,11
28.0,4.8,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,24
34.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,35
36.0,4.1,Sandstorms,Medium,0,motorcycle,2.0,No,Metropolitian,36
37.0,4.8,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,45
34.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Urban,26
21.0,4.4,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,31
29.0,4.8,Fog,Low,0,motorcycle,0.0,No,Metropolitian,22
30.0,4.6,Sandstorms,Low,2,scooter,1.0,No,Urban,20
20.0,4.9,Stormy,Low,2,scooter,1.0,No,Metropolitian,17
25.0,4.7,Stormy,Jam,2,motorcycle,1.0,No,,21
33.0,4.2,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,36
32.0,4.6,Sandstorms,Low,1,motorcycle,0.0,No,Urban,16
23.0,4.7,Stormy,High,0,motorcycle,1.0,No,Metropolitian,35
21.0,4.7,Cloudy,Jam,0,motorcycle,2.0,Yes,Metropolitian,48
32.0,4.9,Sunny,Medium,2,scooter,0.0,No,Metropolitian,21
25.0,4.9,Cloudy,Low,2,scooter,1.0,No,Urban,18
22.0,4.7,Sandstorms,Low,2,motorcycle,0.0,No,Metropolitian,15
34.0,4.8,Sunny,Low,2,scooter,0.0,No,Metropolitian,15
26.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,19
26.0,4.7,Sunny,High,2,scooter,0.0,No,Metropolitian,13
30.0,4.6,Cloudy,High,1,motorcycle,1.0,No,Urban,25
35.0,4.6,Cloudy,Low,1,scooter,1.0,No,Urban,17
23.0,4.8,Stormy,Jam,2,electric_scooter,1.0,No,Urban,26
25.0,4.6,Stormy,Jam,2,scooter,,No,Metropolitian,13
29.0,4.9,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,12
31.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,30
,,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,19
35.0,4.5,Cloudy,Low,2,electric_scooter,0.0,No,Urban,17
21.0,4.9,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,18
31.0,4.5,Sunny,Jam,1,scooter,0.0,No,Metropolitian,25
33.0,4.9,Cloudy,Medium,2,scooter,,No,Urban,17
23.0,4.7,Fog,Jam,2,motorcycle,1.0,No,Urban,24
38.0,4.9,Cloudy,Low,1,scooter,1.0,No,Urban,19
25.0,4.8,Sandstorms,Jam,2,electric_scooter,1.0,No,Urban,23
24.0,4.9,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,20
37.0,3.5,Windy,Jam,1,scooter,1.0,No,Metropolitian,41
27.0,4.6,Sunny,Low,0,motorcycle,0.0,No,Urban,19
,,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,38
38.0,4.6,Windy,Low,1,scooter,0.0,No,Urban,23
39.0,5.0,Sunny,High,1,motorcycle,1.0,No,Metropolitian,21
37.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,27
33.0,4.4,Windy,Jam,2,motorcycle,1.0,No,,38
27.0,4.8,Cloudy,Jam,2,motorcycle,1.0,Yes,Metropolitian,40
20.0,3.8,Sunny,High,0,motorcycle,2.0,No,Metropolitian,40
34.0,4.5,Stormy,Low,1,scooter,1.0,No,Metropolitian,24
32.0,4.7,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,29
37.0,5.0,Windy,Medium,2,scooter,1.0,No,Urban,24
37.0,4.6,Windy,Low,2,motorcycle,1.0,No,Metropolitian,26
32.0,4.9,Sunny,Jam,0,motorcycle,0.0,No,Urban,28
28.0,4.6,Sandstorms,Low,1,scooter,1.0,No,Urban,16
30.0,4.8,Sunny,High,2,scooter,1.0,No,Urban,23
38.0,4.6,Fog,Medium,2,electric_scooter,1.0,No,Urban,15
27.0,4.3,Sunny,High,0,motorcycle,3.0,No,Metropolitian,49
21.0,3.4,Sunny,Low,1,motorcycle,2.0,No,Metropolitian,40
20.0,4.6,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,20
32.0,4.7,Sunny,Jam,2,scooter,0.0,No,Metropolitian,22
29.0,4.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,33
35.0,4.6,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,29
28.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,31
29.0,4.5,Sandstorms,High,1,scooter,0.0,No,Metropolitian,24
37.0,4.9,Sunny,Jam,2,scooter,1.0,No,Urban,21
21.0,4.5,Stormy,Jam,1,scooter,1.0,No,Metropolitian,23
25.0,4.8,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,20
20.0,4.8,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,22
28.0,4.8,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,22
32.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,41
28.0,4.7,Fog,Jam,2,scooter,1.0,No,Metropolitian,40
36.0,4.6,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,19
39.0,4.9,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,20
26.0,4.9,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,19
27.0,4.9,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,26
27.0,4.8,Windy,Low,1,motorcycle,0.0,No,Metropolitian,12
24.0,4.8,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,22
22.0,4.7,Stormy,Jam,1,motorcycle,1.0,No,Urban,17
25.0,4.8,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,40
39.0,4.9,Fog,Low,1,motorcycle,0.0,No,Metropolitian,19
31.0,4.7,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,51
38.0,4.9,Fog,Low,1,scooter,1.0,No,Urban,17
28.0,4.6,Stormy,High,1,scooter,1.0,No,Metropolitian,18
27.0,4.6,Windy,Low,1,scooter,0.0,No,Metropolitian,11
,,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,20
37.0,4.7,Sunny,Medium,1,motorcycle,0.0,No,Urban,18
35.0,4.4,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,32
38.0,4.9,Sunny,Jam,1,scooter,1.0,No,Metropolitian,24
31.0,4.8,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,35
34.0,4.3,Fog,High,0,motorcycle,1.0,No,Metropolitian,32
30.0,4.6,Windy,Medium,2,scooter,1.0,No,Metropolitian,27
,,,,3,scooter,1.0,No,Metropolitian,32
29.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,20
25.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,18
33.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Urban,28
23.0,4.8,Windy,Medium,1,scooter,1.0,No,Urban,26
36.0,4.8,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,18
28.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,22
36.0,4.8,Stormy,Low,1,motorcycle,0.0,No,Urban,17
37.0,4.9,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29
30.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21
25.0,4.8,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,41
36.0,3.9,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,44
37.0,4.9,Stormy,Medium,2,scooter,1.0,No,Urban,30
34.0,4.9,Fog,Medium,2,electric_scooter,1.0,No,Metropolitian,16
20.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,17
32.0,4.6,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,27
30.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,23
20.0,4.8,Fog,Medium,1,motorcycle,1.0,No,Urban,18
33.0,4.3,Stormy,Medium,1,scooter,1.0,No,Metropolitian,33
23.0,4.4,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,41
25.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,21
21.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,28
31.0,4.8,Windy,Low,2,scooter,1.0,No,Metropolitian,20
30.0,4.8,Stormy,Low,1,scooter,,No,Urban,23
24.0,4.8,Sandstorms,Low,1,scooter,0.0,,,10
38.0,4.5,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,22
37.0,4.4,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,31
34.0,4.6,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,20
25.0,4.5,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,12
27.0,4.6,Fog,High,2,scooter,0.0,No,Metropolitian,33
37.0,4.3,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,45
35.0,4.8,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,19
32.0,4.9,Fog,Medium,2,scooter,1.0,No,Urban,17
23.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,39
21.0,4.6,Windy,Low,1,motorcycle,1.0,No,Metropolitian,18
32.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,22
30.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,27
22.0,5.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,19
32.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Urban,18
24.0,4.7,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,30
35.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,28
35.0,4.8,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,30
29.0,4.5,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,19
25.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,33
30.0,4.8,Sandstorms,High,1,scooter,1.0,No,Urban,30
26.0,4.8,Sandstorms,Jam,0,motorcycle,0.0,No,,26
39.0,4.2,Fog,High,2,scooter,1.0,No,Urban,31
20.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,25
33.0,4.2,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,35
36.0,4.0,Fog,Low,0,motorcycle,1.0,No,Urban,39
28.0,5.0,Fog,Jam,2,motorcycle,1.0,No,Urban,21
38.0,4.7,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,28
25.0,4.6,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,12
